Employee_ID,Job_ID,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year
8010,74,103963.4,1822,823.96,Not Provided,106609.36,106609.36,2011
5472,48,86840,7249.52,12511.61,Not Provided,106601.13,106601.13,2011
8011,267,106597.75,0,0,Not Provided,106597.75,106597.75,2011
8012,267,106597.75,0,0,Not Provided,106597.75,106597.75,2011
8013,318,102191.01,0,4400.49,Not Provided,106591.5,106591.5,2011
8014,48,86840,7861.2,11890.21,Not Provided,106591.41,106591.41,2011
8015,364,101515.03,0,5071.15,Not Provided,106586.18,106586.18,2011
8016,56,95167.28,5905.41,5466.05,Not Provided,106538.74,106538.74,2011
8017,33,58396.14,2713.78,45426.19,Not Provided,106536.11,106536.11,2011
8018,48,85576.27,10700.7,10255.42,Not Provided,106532.39,106532.39,2011
8019,365,73659.66,20609.9,12254.12,Not Provided,106523.68,106523.68,2011
8020,274,77796.21,24007.86,4707.46,Not Provided,106511.53,106511.53,2011
8021,267,106506.29,0,0,Not Provided,106506.29,106506.29,2011
8022,267,106506.27,0,0,Not Provided,106506.27,106506.27,2011
8023,267,106506.25,0,0,Not Provided,106506.25,106506.25,2011
8024,267,106506.23,0,0,Not Provided,106506.23,106506.23,2011
8025,350,106506.23,0,0,Not Provided,106506.23,106506.23,2011
8026,267,106506.22,0,0,Not Provided,106506.22,106506.22,2011
8027,267,106506.22,0,0,Not Provided,106506.22,106506.22,2011
8028,267,106506.22,0,0,Not Provided,106506.22,106506.22,2011
8029,267,106506.18,0,0,Not Provided,106506.18,106506.18,2011
8030,267,106506.17,0,0,Not Provided,106506.17,106506.17,2011
8031,267,106506.17,0,0,Not Provided,106506.17,106506.17,2011
8032,267,106506.16,0,0,Not Provided,106506.16,106506.16,2011
8033,267,106506.16,0,0,Not Provided,106506.16,106506.16,2011
8034,267,106506.16,0,0,Not Provided,106506.16,106506.16,2011
8035,267,106506.16,0,0,Not Provided,106506.16,106506.16,2011
8036,267,106506.15,0,0,Not Provided,106506.15,106506.15,2011
8037,267,106506.15,0,0,Not Provided,106506.15,106506.15,2011
8038,267,106506.15,0,0,Not Provided,106506.15,106506.15,2011
8039,267,106506.15,0,0,Not Provided,106506.15,106506.15,2011
8040,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8041,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8042,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8043,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8044,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8045,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8046,158,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8047,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8048,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8049,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8050,393,106028.37,0,477.77,Not Provided,106506.14,106506.14,2011
8051,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8052,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8053,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8054,267,106506.14,0,0,Not Provided,106506.14,106506.14,2011
8055,394,106504.92,0,0,Not Provided,106504.92,106504.92,2011
8056,302,100951.2,0,5551.59,Not Provided,106502.79,106502.79,2011
3649,48,86840,11875.45,7785.54,Not Provided,106500.99,106500.99,2011
8057,274,78163.61,16469,11867.65,Not Provided,106500.26,106500.26,2011
8058,263,106492.08,0,0,Not Provided,106492.08,106492.08,2011
8059,361,106492.07,0,0,Not Provided,106492.07,106492.07,2011
8060,263,106492.07,0,0,Not Provided,106492.07,106492.07,2011
8061,356,106492.05,0,0,Not Provided,106492.05,106492.05,2011
8062,395,106492.05,0,0,Not Provided,106492.05,106492.05,2011
8063,396,106492.04,0,0,Not Provided,106492.04,106492.04,2011
8064,361,106492.04,0,0,Not Provided,106492.04,106492.04,2011
8065,395,106492.03,0,0,Not Provided,106492.03,106492.03,2011
8066,395,106492.03,0,0,Not Provided,106492.03,106492.03,2011
8067,395,106492.03,0,0,Not Provided,106492.03,106492.03,2011
8068,361,106492.01,0,0,Not Provided,106492.01,106492.01,2011
8069,395,106492,0,0,Not Provided,106492,106492,2011
8070,361,105979.22,0,505.6,Not Provided,106484.82,106484.82,2011
8071,162,105489.11,0,995,Not Provided,106484.11,106484.11,2011
8072,241,106476.35,0,0,Not Provided,106476.35,106476.35,2011
8073,267,106453.8,0,0,Not Provided,106453.8,106453.8,2011
4885,324,102461,0,3982.82,Not Provided,106443.82,106443.82,2011
8074,113,96252.05,3469.96,6716.38,Not Provided,106438.39,106438.39,2011
8075,267,106432.49,0,0,Not Provided,106432.49,106432.49,2011
8076,267,106430.6,0,0,Not Provided,106430.6,106430.6,2011
8077,50,77580.4,28315.07,535,Not Provided,106430.47,106430.47,2011
8078,204,104691.36,1726.94,0,Not Provided,106418.3,106418.3,2011
8079,48,85840.92,5695.23,14881.18,Not Provided,106417.33,106417.33,2011
8080,56,93435.55,8078.4,4899.24,Not Provided,106413.19,106413.19,2011
8081,352,105898.02,0,515,Not Provided,106413.02,106413.02,2011
8082,101,106411.01,0,0,Not Provided,106411.01,106411.01,2011
8083,267,106401.45,0,0,Not Provided,106401.45,106401.45,2011
8084,267,106398.2,0,0,Not Provided,106398.2,106398.2,2011
8085,281,75642.34,22886.11,7858.87,Not Provided,106387.32,106387.32,2011
8086,129,99460.72,3271.3,3653.47,Not Provided,106385.49,106385.49,2011
8087,56,92670.21,6649.98,7064.54,Not Provided,106384.73,106384.73,2011
8088,144,100861.6,472.77,5044.06,Not Provided,106378.43,106378.43,2011
8089,56,95765.32,3986.88,6624.81,Not Provided,106377.01,106377.01,2011
8090,168,66857.18,34310.24,5205.54,Not Provided,106372.96,106372.96,2011
8091,267,106366,0,0,Not Provided,106366,106366,2011
8092,301,90877.6,6496.24,8987.65,Not Provided,106361.49,106361.49,2011
8093,129,98064.09,3812.53,4483.18,Not Provided,106359.8,106359.8,2011
8094,267,106349.1,0,0,Not Provided,106349.1,106349.1,2011
8095,168,65163.01,39351.57,1833.68,Not Provided,106348.26,106348.26,2011
8096,215,73458.06,28961.38,3927.16,Not Provided,106346.6,106346.6,2011
8097,267,106337.14,0,0,Not Provided,106337.14,106337.14,2011
8098,129,99460.71,976.15,5899.74,Not Provided,106336.6,106336.6,2011
8099,48,77572.79,20149.32,8611,Not Provided,106333.11,106333.11,2011
8100,165,101268.3,0,5064.65,Not Provided,106332.95,106332.95,2011
8101,165,101268.3,0,5064.12,Not Provided,106332.42,106332.42,2011
8102,145,73075.07,11843.68,21407.61,Not Provided,106326.36,106326.36,2011
8103,143,72410,25352.08,8556.85,Not Provided,106318.93,106318.93,2011
8104,56,98766.81,2733.27,4815.12,Not Provided,106315.2,106315.2,2011
8105,162,106302.6,0,0,Not Provided,106302.6,106302.6,2011
8106,95,104486,0,1813.67,Not Provided,106299.67,106299.67,2011
8107,267,106297.28,0,0,Not Provided,106297.28,106297.28,2011
8108,95,104486.17,0,1810.54,Not Provided,106296.71,106296.71,2011
8109,95,104486.01,0,1810.54,Not Provided,106296.55,106296.55,2011
8110,95,104486.01,0,1810.54,Not Provided,106296.55,106296.55,2011
8111,95,104486,0,1810.54,Not Provided,106296.54,106296.54,2011
8112,263,106287.95,0,0,Not Provided,106287.95,106287.95,2011
8113,48,82038.76,18038.12,6209.82,Not Provided,106286.7,106286.7,2011
8114,145,72490.41,24893.18,8902.52,Not Provided,106286.11,106286.11,2011
8115,305,105043.45,0,1235.1,Not Provided,106278.55,106278.55,2011
8116,165,102132.55,0,4138.2,Not Provided,106270.75,106270.75,2011
8117,56,100974.4,2267.01,3028.02,Not Provided,106269.43,106269.43,2011
8118,91,103958.45,0,2305.04,Not Provided,106263.49,106263.49,2011
8119,350,106260.35,0,0,Not Provided,106260.35,106260.35,2011
8120,267,106259.57,0,0,Not Provided,106259.57,106259.57,2011
8121,301,88346.01,9174.4,8737.18,Not Provided,106257.59,106257.59,2011
8122,129,101412.96,1044.09,3793.53,Not Provided,106250.58,106250.58,2011
8123,165,100861.6,315.19,5044.31,Not Provided,106221.1,106221.1,2011
8124,129,100473.54,2010.66,3729.46,Not Provided,106213.66,106213.66,2011
8125,130,95176.73,1838.76,9197.29,Not Provided,106212.78,106212.78,2011
8126,88,105009.22,0,1200.96,Not Provided,106210.18,106210.18,2011
8127,397,103969.18,0,2239.75,Not Provided,106208.93,106208.93,2011
8128,129,90012.84,7246.51,8934.16,Not Provided,106193.51,106193.51,2011
8129,168,65144.14,37817.62,3227.87,Not Provided,106189.63,106189.63,2011
8130,129,97363.73,5260.86,3563.08,Not Provided,106187.67,106187.67,2011
8131,95,103781.03,0,2390.8,Not Provided,106171.83,106171.83,2011
8132,397,103968.99,0,2200,Not Provided,106168.99,106168.99,2011
8133,195,91737.12,1658.72,12756.56,Not Provided,106152.4,106152.4,2011
8134,19,97588.8,0,8554.9,Not Provided,106143.7,106143.7,2011
8135,48,86840.02,14138.21,5158.51,Not Provided,106136.74,106136.74,2011
8136,95,104486.04,0,1642.95,Not Provided,106128.99,106128.99,2011
8137,195,91006.65,7310.55,7805.37,Not Provided,106122.57,106122.57,2011
8138,33,85715.17,11493.37,8912.75,Not Provided,106121.29,106121.29,2011
8139,145,72634.38,22865.32,10619.76,Not Provided,106119.46,106119.46,2011
8140,257,106113.1,0,0,Not Provided,106113.1,106113.1,2011
8141,217,100879.03,0,5226.64,Not Provided,106105.67,106105.67,2011
8142,19,96811.2,801.9,8485.56,Not Provided,106098.66,106098.66,2011
8143,158,106087.35,0,0,Not Provided,106087.35,106087.35,2011
8144,48,86840,12861.73,6385.12,Not Provided,106086.85,106086.85,2011
8145,48,86571.45,8925.95,10584.61,Not Provided,106082.01,106082.01,2011
8146,56,106060.82,0,0,Not Provided,106060.82,106060.82,2011
8147,56,100537.1,4383.54,1137.23,Not Provided,106057.87,106057.87,2011
8148,195,90280.06,3303.72,12471.43,Not Provided,106055.21,106055.21,2011
8149,355,105967,0,61,Not Provided,106028,106028,2011
8150,355,105967,0,61,Not Provided,106028,106028,2011
8151,355,105967,0,61,Not Provided,106028,106028,2011
8152,355,105967,0,61,Not Provided,106028,106028,2011
8153,165,100861.6,937.94,4225.58,Not Provided,106025.12,106025.12,2011
8154,267,106016.68,0,0,Not Provided,106016.68,106016.68,2011
8155,158,103727.58,0,2283.68,Not Provided,106011.26,106011.26,2011
8156,398,62416.9,37363.41,6229.71,Not Provided,106010.02,106010.02,2011
8157,362,98577.4,0,7429.12,Not Provided,106006.52,106006.52,2011
8158,311,89315.84,699.05,15984.69,Not Provided,105999.58,105999.58,2011
8159,301,98600.16,0,7395.08,Not Provided,105995.24,105995.24,2011
8160,74,103719.7,1449.93,822.5,Not Provided,105992.13,105992.13,2011
8161,129,99757.45,5204.87,1028.6,Not Provided,105990.92,105990.92,2011
8162,56,95746.67,3106.98,7133.62,Not Provided,105987.27,105987.27,2011
8163,113,88288.02,9728.46,7966.85,Not Provided,105983.33,105983.33,2011
8164,362,98577.41,0,7404.12,Not Provided,105981.53,105981.53,2011
8165,165,100048.2,1372.58,4560.15,Not Provided,105980.93,105980.93,2011
8166,48,86506,13114.46,6360.01,Not Provided,105980.47,105980.47,2011
8167,195,89735.1,15258.6,980,Not Provided,105973.7,105973.7,2011
8168,399,68550.3,36479.7,942.13,Not Provided,105972.13,105972.13,2011
8169,267,105969.69,0,0,Not Provided,105969.69,105969.69,2011
2489,144,101675,1244.48,3050.17,Not Provided,105969.65,105969.65,2011
8170,382,100923.03,0,5046.15,Not Provided,105969.18,105969.18,2011
8171,400,105469.09,0,500,Not Provided,105969.09,105969.09,2011
8172,401,105967.16,0,0,Not Provided,105967.16,105967.16,2011
8173,401,105967.13,0,0,Not Provided,105967.13,105967.13,2011
8174,355,105967.1,0,0,Not Provided,105967.1,105967.1,2011
8175,401,105967.1,0,0,Not Provided,105967.1,105967.1,2011
8176,355,105967.08,0,0,Not Provided,105967.08,105967.08,2011
8177,401,105967.08,0,0,Not Provided,105967.08,105967.08,2011
8178,355,105967.06,0,0,Not Provided,105967.06,105967.06,2011
8179,401,105967.05,0,0,Not Provided,105967.05,105967.05,2011
8180,401,105966.71,0,0,Not Provided,105966.71,105966.71,2011
8181,168,67010.7,36191.73,2760.86,Not Provided,105963.29,105963.29,2011
8182,35,67456.93,34241.2,4263.92,Not Provided,105962.05,105962.05,2011
8183,48,85526.5,16238.97,4196.17,Not Provided,105961.64,105961.64,2011
8184,272,105955.33,0,0,Not Provided,105955.33,105955.33,2011
8185,217,104601.01,0,1350,Not Provided,105951.01,105951.01,2011
8186,244,99234.8,6710.44,0,Not Provided,105945.24,105945.24,2011
8187,318,105937.56,0,0,Not Provided,105937.56,105937.56,2011
8188,204,105931.2,0,0,Not Provided,105931.2,105931.2,2011
8189,56,100342.45,1542.51,4030.08,Not Provided,105915.04,105915.04,2011
8190,165,100861.6,0,5044.03,Not Provided,105905.63,105905.63,2011
8191,212,94395.71,10693.71,804.68,Not Provided,105894.1,105894.1,2011
8192,56,103634.07,574.01,1678.06,Not Provided,105886.14,105886.14,2011
8193,168,67382.93,32618.64,5882.4,Not Provided,105883.97,105883.97,2011
8194,168,64462.23,39688.36,1725.88,Not Provided,105876.47,105876.47,2011
8195,19,99014.4,632.77,6219.29,Not Provided,105866.46,105866.46,2011
8196,231,105725.45,0,127.38,Not Provided,105852.83,105852.83,2011
8197,107,102750.19,0,3093.79,Not Provided,105843.98,105843.98,2011
8198,168,67412.48,32307.81,6108.64,Not Provided,105828.93,105828.93,2011
8199,168,67581.32,36299.04,1946.45,Not Provided,105826.81,105826.81,2011
8200,101,105826.01,0,0,Not Provided,105826.01,105826.01,2011
8201,129,95157.31,5889.28,4769.75,Not Provided,105816.34,105816.34,2011
8202,232,100039.24,0,5775.01,Not Provided,105814.25,105814.25,2011
3897,365,73367.32,20767.45,11666.32,Not Provided,105801.09,105801.09,2011
8203,184,91780.8,5428.22,8591.08,Not Provided,105800.1,105800.1,2011
8204,165,100861.6,393.99,4528.04,Not Provided,105783.63,105783.63,2011
8205,217,100732.5,0,5046.27,Not Provided,105778.77,105778.77,2011
8206,281,72963.8,20203.84,12604.02,Not Provided,105771.66,105771.66,2011
8207,373,95576.01,0,10181.73,Not Provided,105757.74,105757.74,2011
8208,400,105255.61,0,500,Not Provided,105755.61,105755.61,2011
8209,212,96684.8,8445.91,624,Not Provided,105754.71,105754.71,2011
8210,56,98714.07,2568.75,4466.37,Not Provided,105749.19,105749.19,2011
8211,350,105742.78,0,0,Not Provided,105742.78,105742.78,2011
8212,72,104282.86,78.05,1374.84,Not Provided,105735.75,105735.75,2011
8213,145,71613.51,28121.11,5998.6,Not Provided,105733.22,105733.22,2011
8214,56,93386.26,3258.91,9085.77,Not Provided,105730.94,105730.94,2011
8215,35,89408.33,9359.64,6957.25,Not Provided,105725.22,105725.22,2011
8216,402,100697.03,0,5027.46,Not Provided,105724.49,105724.49,2011
8217,35,84246.55,17556.42,3913.56,Not Provided,105716.53,105716.53,2011
8218,146,91858.02,6335.09,7511.35,Not Provided,105704.46,105704.46,2011
8219,129,94187.23,5740.97,5771.37,Not Provided,105699.57,105699.57,2011
8220,48,86485.14,4364.19,14845.21,Not Provided,105694.54,105694.54,2011
8221,48,86840,7276.81,11575.37,Not Provided,105692.18,105692.18,2011
8222,244,94152.52,9646.24,1882.55,Not Provided,105681.31,105681.31,2011
8223,144,101471.65,155.56,4049.19,Not Provided,105676.4,105676.4,2011
8224,265,85755.6,17998.59,1895.58,Not Provided,105649.77,105649.77,2011
8225,56,100809.68,1633.08,3203.79,Not Provided,105646.55,105646.55,2011
8226,56,93855.93,7031.65,4758.53,Not Provided,105646.11,105646.11,2011
8227,366,105644.57,0,0,Not Provided,105644.57,105644.57,2011
8228,129,100896.82,274.72,4472.26,Not Provided,105643.8,105643.8,2011
8229,267,105632.69,0,0,Not Provided,105632.69,105632.69,2011
8230,104,104845.83,606.6,180,Not Provided,105632.43,105632.43,2011
8231,360,85116.2,20503.65,12,Not Provided,105631.85,105631.85,2011
8232,265,75141.63,29067.51,1416,Not Provided,105625.14,105625.14,2011
8233,48,86840.02,5596.45,13186.05,Not Provided,105622.52,105622.52,2011
8234,342,105522.08,0,95,Not Provided,105617.08,105617.08,2011
8235,292,62058.73,40848.53,2708.11,Not Provided,105615.37,105615.37,2011
8236,129,97487.37,3812.53,4315.41,Not Provided,105615.31,105615.31,2011
8237,129,96008.29,3872.13,5730.4,Not Provided,105610.82,105610.82,2011
6482,162,105489,0,120,Not Provided,105609,105609,2011
8238,129,101772.7,0,3833.53,Not Provided,105606.23,105606.23,2011
8239,56,100952.56,1409.16,3241.68,Not Provided,105603.4,105603.4,2011
8240,48,85972.9,13656.27,5972.65,Not Provided,105601.82,105601.82,2011
8241,162,105444.81,0,154.15,Not Provided,105598.96,105598.96,2011
8242,48,86666.32,7975.84,10951.59,Not Provided,105593.75,105593.75,2011
8243,48,86840,12722.71,6022.29,Not Provided,105585,105585,2011
8244,232,100039.27,0,5539.89,Not Provided,105579.16,105579.16,2011
8245,48,86506.01,5984.87,13069.85,Not Provided,105560.73,105560.73,2011
8246,296,105554.68,0,0,Not Provided,105554.68,105554.68,2011
8247,296,105554.61,0,0,Not Provided,105554.61,105554.61,2011
8248,296,105554.6,0,0,Not Provided,105554.6,105554.6,2011
8249,168,66442.72,35936.35,3174.29,Not Provided,105553.36,105553.36,2011
3408,189,104486.04,0,1065,Not Provided,105551.04,105551.04,2011
8250,129,94383.36,6709.56,4440.78,Not Provided,105533.7,105533.7,2011
8251,129,95486.88,5852.7,4193.78,Not Provided,105533.36,105533.36,2011
8252,129,98865.72,2897.03,3767.4,Not Provided,105530.15,105530.15,2011
8253,129,100661.62,646.32,4219.83,Not Provided,105527.77,105527.77,2011
8254,88,105526.46,0,0,Not Provided,105526.46,105526.46,2011
8255,48,86840.01,12324.52,6354.41,Not Provided,105518.94,105518.94,2011
8256,162,105489,0,26.44,Not Provided,105515.44,105515.44,2011
8257,129,97358.17,4145.04,3994.44,Not Provided,105497.65,105497.65,2011
4462,22,102924.14,0,2566.27,Not Provided,105490.41,105490.41,2011
8258,162,105489.24,0,0,Not Provided,105489.24,105489.24,2011
8259,162,105489.23,0,0,Not Provided,105489.23,105489.23,2011
8260,162,105489.16,0,0,Not Provided,105489.16,105489.16,2011
8261,162,105489.06,0,0,Not Provided,105489.06,105489.06,2011
8262,162,105489.06,0,0,Not Provided,105489.06,105489.06,2011
8263,162,105489.06,0,0,Not Provided,105489.06,105489.06,2011
8264,162,105489.04,0,0,Not Provided,105489.04,105489.04,2011
8265,162,105489.03,0,0,Not Provided,105489.03,105489.03,2011
8266,162,105489.03,0,0,Not Provided,105489.03,105489.03,2011
8267,162,105489.02,0,0,Not Provided,105489.02,105489.02,2011
8268,162,105489.02,0,0,Not Provided,105489.02,105489.02,2011
8269,162,105489.01,0,0,Not Provided,105489.01,105489.01,2011
8270,162,105489.01,0,0,Not Provided,105489.01,105489.01,2011
8271,162,105489.01,0,0,Not Provided,105489.01,105489.01,2011
8272,162,105489,0,0,Not Provided,105489,105489,2011
8273,162,105489,0,0,Not Provided,105489,105489,2011
8274,162,105489,0,0,Not Provided,105489,105489,2011
8275,162,105489,0,0,Not Provided,105489,105489,2011
8276,162,105489,0,0,Not Provided,105489,105489,2011
8277,162,105489,0,0,Not Provided,105489,105489,2011
8278,162,105489,0,0,Not Provided,105489,105489,2011
8279,162,105489,0,0,Not Provided,105489,105489,2011
8280,403,105489,0,0,Not Provided,105489,105489,2011
8281,162,105489,0,0,Not Provided,105489,105489,2011
8282,162,105489,0,0,Not Provided,105489,105489,2011
8283,162,105489,0,0,Not Provided,105489,105489,2011
8284,162,105489,0,0,Not Provided,105489,105489,2011
8285,162,105489,0,0,Not Provided,105489,105489,2011
8286,162,105489,0,0,Not Provided,105489,105489,2011
8287,162,105489,0,0,Not Provided,105489,105489,2011
8288,162,105489,0,0,Not Provided,105489,105489,2011
8289,162,105489,0,0,Not Provided,105489,105489,2011
8290,162,105489,0,0,Not Provided,105489,105489,2011
8291,162,105489,0,0,Not Provided,105489,105489,2011
8292,162,105489,0,0,Not Provided,105489,105489,2011
8293,162,105489,0,0,Not Provided,105489,105489,2011
8294,162,105489,0,0,Not Provided,105489,105489,2011
8295,162,105489,0,0,Not Provided,105489,105489,2011
8296,162,105489,0,0,Not Provided,105489,105489,2011
8297,162,105489,0,0,Not Provided,105489,105489,2011
8298,162,105489,0,0,Not Provided,105489,105489,2011
8299,162,105489,0,0,Not Provided,105489,105489,2011
8300,162,105489,0,0,Not Provided,105489,105489,2011
8301,162,105489,0,0,Not Provided,105489,105489,2011
8302,162,105489,0,0,Not Provided,105489,105489,2011
8303,162,105489,0,0,Not Provided,105489,105489,2011
8304,162,105489,0,0,Not Provided,105489,105489,2011
8305,162,105489,0,0,Not Provided,105489,105489,2011
8306,162,105489,0,0,Not Provided,105489,105489,2011
8307,162,105489,0,0,Not Provided,105489,105489,2011
1099,162,105489,0,0,Not Provided,105489,105489,2011
8308,162,105489,0,0,Not Provided,105489,105489,2011
8309,162,105489,0,0,Not Provided,105489,105489,2011
8310,162,105489,0,0,Not Provided,105489,105489,2011
8311,162,105489,0,0,Not Provided,105489,105489,2011
8312,162,105489,0,0,Not Provided,105489,105489,2011
8313,162,105488.86,0,0,Not Provided,105488.86,105488.86,2011
8314,165,100454.9,0,5023.89,Not Provided,105478.79,105478.79,2011
8315,144,100454.9,0,5023.87,Not Provided,105478.77,105478.77,2011
8316,113,95882.34,2299.3,7294.48,Not Provided,105476.12,105476.12,2011
8317,95,104486.04,0,990,Not Provided,105476.04,105476.04,2011
8318,74,103955.58,1319.59,200,Not Provided,105475.17,105475.17,2011
8319,215,73174.06,29478.12,2816.78,Not Provided,105468.96,105468.96,2011
8320,168,67381.45,35292.08,2791.71,Not Provided,105465.24,105465.24,2011
8321,168,67307.68,34322.36,3825.4,Not Provided,105455.44,105455.44,2011
8322,204,105452.72,0,0,Not Provided,105452.72,105452.72,2011
8323,404,103969.01,0,1480,Not Provided,105449.01,105449.01,2011
8324,57,95600.56,2235.58,7609.03,Not Provided,105445.17,105445.17,2011
8325,19,92534.4,0,12907.17,Not Provided,105441.57,105441.57,2011
8326,56,94156.25,4233.26,7043.62,Not Provided,105433.13,105433.13,2011
8327,188,105429.85,0,0,Not Provided,105429.85,105429.85,2011
8328,405,80895.93,16426.28,8098.93,Not Provided,105421.14,105421.14,2011
8329,380,55824.09,42151.78,7439.83,Not Provided,105415.7,105415.7,2011
8330,168,68500.86,33287.25,3615.35,Not Provided,105403.46,105403.46,2011
8331,25,93066.59,1626.13,10703.77,Not Provided,105396.49,105396.49,2011
8332,95,104486.01,0,898.75,Not Provided,105384.76,105384.76,2011
8333,129,100488.3,3571.42,1325,Not Provided,105384.72,105384.72,2011
8334,129,84722.55,2421.88,18234.19,Not Provided,105378.62,105378.62,2011
8335,48,86631.25,7631.68,11115.53,Not Provided,105378.46,105378.46,2011
8336,129,98534.7,2271.06,4572.33,Not Provided,105378.09,105378.09,2011
8337,289,94320.83,5527.52,5526.01,Not Provided,105374.36,105374.36,2011
8338,313,103176.03,0,2195,Not Provided,105371.03,105371.03,2011
8339,129,95348.52,2897.03,7125.47,Not Provided,105371.02,105371.02,2011
8340,22,57270.16,18491.68,29604.19,Not Provided,105366.03,105366.03,2011
8341,56,95159.22,5332.55,4873.63,Not Provided,105365.4,105365.4,2011
8342,50,77568.99,21240.67,6550.55,Not Provided,105360.21,105360.21,2011
8343,215,73245.13,27383.44,4723.7,Not Provided,105352.27,105352.27,2011
8344,168,64273.59,39689.11,1381.42,Not Provided,105344.12,105344.12,2011
8345,188,105334.33,0,0,Not Provided,105334.33,105334.33,2011
8346,201,83614.6,1529.7,20186.5,Not Provided,105330.8,105330.8,2011
8347,56,93565.3,3756.38,8007.76,Not Provided,105329.44,105329.44,2011
8348,56,94539.82,4598.35,6187.8,Not Provided,105325.97,105325.97,2011
8349,129,101945.45,0,3367.28,Not Provided,105312.73,105312.73,2011
8350,19,95839.2,0,9460.62,Not Provided,105299.82,105299.82,2011
8351,313,103197.38,0,2100,Not Provided,105297.38,105297.38,2011
8352,313,103197.43,0,2095,Not Provided,105292.43,105292.43,2011
8353,56,91637.38,6458.13,7182.17,Not Provided,105277.68,105277.68,2011
8354,362,98771.48,0,6489.65,Not Provided,105261.13,105261.13,2011
8355,168,68215.43,33556.07,3482.27,Not Provided,105253.77,105253.77,2011
8356,145,72490.4,20738.81,12021.09,Not Provided,105250.3,105250.3,2011
8357,303,96631.35,6481.22,2130,Not Provided,105242.57,105242.57,2011
8358,129,104337.77,648.6,250,Not Provided,105236.37,105236.37,2011
8359,406,64764.39,35049.89,5421.22,Not Provided,105235.5,105235.5,2011
8360,19,90072,11137.25,4024.4,Not Provided,105233.65,105233.65,2011
8361,129,94471.76,5822.33,4933.06,Not Provided,105227.15,105227.15,2011
8362,184,85865.19,11767.41,7593.31,Not Provided,105225.91,105225.91,2011
8363,90,87122.4,15940.31,2160,Not Provided,105222.71,105222.71,2011
8364,245,85859.27,9049.1,10309.4,Not Provided,105217.77,105217.77,2011
8365,165,102303.44,0,2909.2,Not Provided,105212.64,105212.64,2011
8366,405,75215,14989.56,15006.97,Not Provided,105211.53,105211.53,2011
8367,129,93301.29,5517.24,6385.79,Not Provided,105204.32,105204.32,2011
8368,48,86840.01,9005.67,9352.6,Not Provided,105198.28,105198.28,2011
8369,90,87122.56,17916.36,157.88,Not Provided,105196.8,105196.8,2011
8370,256,87185.95,8895.26,9106.21,Not Provided,105187.42,105187.42,2011
8371,165,101624.16,0,3556.22,Not Provided,105180.38,105180.38,2011
8372,189,104486.1,0,685,Not Provided,105171.1,105171.1,2011
8373,165,101268.3,351.16,3543.34,Not Provided,105162.8,105162.8,2011
8374,95,105070.1,0,90,Not Provided,105160.1,105160.1,2011
8375,56,93260.5,4665.05,7201.86,Not Provided,105127.41,105127.41,2011
8376,88,105126.22,0,0,Not Provided,105126.22,105126.22,2011
8377,88,105126.13,0,0,Not Provided,105126.13,105126.13,2011
8378,213,101444.56,0,3663.27,Not Provided,105107.83,105107.83,2011
8379,162,85269,0,19833.44,Not Provided,105102.44,105102.44,2011
8380,57,96052.07,2278.67,6770.39,Not Provided,105101.13,105101.13,2011
8381,296,105099.13,0,0,Not Provided,105099.13,105099.13,2011
8382,168,66961.69,35894.74,2236.75,Not Provided,105093.18,105093.18,2011
8383,212,96684.81,2056.27,6349.81,Not Provided,105090.89,105090.89,2011
8384,152,105085.6,0,0,Not Provided,105085.6,105085.6,2011
8385,405,86011.01,10743.39,8323.19,Not Provided,105077.59,105077.59,2011
8386,168,66395.21,37051.39,1626.53,Not Provided,105073.13,105073.13,2011
8387,129,104626.7,0,442,Not Provided,105068.7,105068.7,2011
8388,56,96658.35,4871.54,3537.94,Not Provided,105067.83,105067.83,2011
8389,213,105062.51,0,0,Not Provided,105062.51,105062.51,2011
8390,188,105059.31,0,0,Not Provided,105059.31,105059.31,2011
8391,162,105057.15,0,0,Not Provided,105057.15,105057.15,2011
8392,242,83124.42,11273.58,10655.38,Not Provided,105053.38,105053.38,2011
8393,275,105045.03,0,0,Not Provided,105045.03,105045.03,2011
8394,303,95275.86,6517.56,3236.1,Not Provided,105029.52,105029.52,2011
8395,139,104209.21,0,818.77,Not Provided,105027.98,105027.98,2011
8396,94,95076.71,0,9948.73,Not Provided,105025.44,105025.44,2011
8397,405,79820.02,17678.26,7524.05,Not Provided,105022.33,105022.33,2011
8398,129,104429.79,0,591.84,Not Provided,105021.63,105021.63,2011
